gpssec acc_x(m/s^2) acc_y(m/s^2) acc_z(m/s^2) gyro_x(rad/s) gyro_y(rad/s)  gyro_z(rad/s)
72525.519661 -0.457581 0.167480 -10.069763 -0.002684 -0.001342 -0.001007
72525.529942 -0.496460 0.128601 -10.036865 -0.004027 -0.000671 0.001342
72525.539674 -0.520386 0.155518 -10.045837 -0.005369 -0.001678 -0.001007
72525.549930 -0.517395 0.158508 -10.039856 -0.005704 -0.001007 -0.005033
72525.561014 -0.484497 0.143555 -10.030884 -0.001678 -0.000671 -0.003691
72525.573516 -0.460571 0.182434 -10.027893 -0.002684 0.001678 -0.002684
72525.579939 -0.457581 0.182434 -10.027893 -0.004698 0.001007 -0.001678
72525.589926 -0.487488 0.131592 -10.051819 -0.001342 0.000336 -0.002684
72525.599657 -0.517395 0.125610 -10.045837 -0.002684 0.001007 -0.002684
72525.609911 -0.520386 0.179443 -10.015930 -0.003020 0.002013 -0.001007
72525.619670 -0.490479 0.215332 -10.033875 -0.003020 0.000671 -0.000671
72525.629922 -0.466553 0.167480 -10.051819 -0.002349 0.001007 -0.000336
72525.639655 -0.472534 0.119629 -10.045837 -0.003020 0.001342 -0.001678
72525.649933 -0.490479 0.131592 -10.054810 -0.005033 0.001007 -0.003356
72525.660995 -0.496460 0.149536 -10.063782 -0.002013 -0.001678 -0.002684
72525.673498 -0.466553 0.131592 -10.054810 -0.003020 -0.004362 -0.002013
72525.679921 -0.445618 0.149536 -10.024902 -0.003356 0.000336 -0.002013
72525.689906 -0.469543 0.161499 -10.024902 -0.004362 0.005369 -0.001007
72525.699638 -0.505432 0.140564 -10.069763 -0.005704 0.002013 -0.002013
72525.709917 -0.523376 0.161499 -10.057800 -0.000671 -0.001007 -0.001342
72525.719650 -0.499451 0.152527 -10.006958 -0.001678 -0.000671 -0.000336
72525.729900 -0.475525 0.140564 -10.036865 -0.003691 0.000671 -0.001342
72525.739638 -0.460571 0.179443 -10.072754 -0.001342 0.001007 -0.003020
72525.750029 -0.445618 0.188416 -10.039856 -0.003356 -0.000671 -0.002349
72525.760975 -0.466553 0.116638 -10.024902 -0.004027 -0.000671 -0.002013
72525.773497 -0.511414 0.098694 -10.036865 -0.003356 0.001007 -0.001007
72525.779927 -0.523376 0.158508 -10.042847 -0.005033 0.003020 -0.001678
72525.789911 -0.484497 0.197388 -10.048828 -0.006040 -0.000671 -0.003020
72525.799645 -0.463562 0.149536 -10.039856 -0.002349 0.001342 -0.000336
72525.809898 -0.478516 0.128601 -10.039856 -0.000336 0.000168 -0.000336
72525.819630 -0.505432 0.155518 -10.039856 -0.002684 -0.001007 -0.000336
72525.829884 -0.505432 0.149536 -10.024902 -0.002349 0.000336 -0.003691
72525.839616 -0.475525 0.146545 -10.030884 -0.003020 0.000336 -0.005704
72525.849870 -0.469543 0.155518 -10.051819 -0.003020 0.001342 -0.001342
72525.860981 -0.487488 0.140564 -10.048828 -0.002684 0.000336 0.000336
72525.873487 -0.499451 0.140564 -10.045837 -0.002013 -0.000336 -0.000336
72525.879908 -0.484497 0.182434 -10.060791 -0.002684 0.002013 -0.001678
72525.889893 -0.487488 0.161499 -10.039856 -0.003020 0.000671 -0.004362
72525.899626 -0.490479 0.134583 -10.024902 -0.004362 -0.000671 -0.002013
72525.909879 -0.481506 0.173462 -10.033875 -0.006711 0.001007 -0.002013
72525.919611 -0.457581 0.182434 -10.048828 -0.005369 0.003356 -0.002684
72525.929890 -0.475525 0.131592 -10.048828 -0.002684 0.000671 -0.002684
72525.939623 -0.502441 0.107666 -10.027893 -0.005369 -0.001342 -0.002684
72525.949876 -0.511414 0.152527 -10.009949 -0.003020 -0.001342 -0.004698
72525.960961 -0.475525 0.209351 -10.042847 -0.002349 -0.001342 -0.003356
72525.973459 -0.448608 0.182434 -10.060791 -0.004362 -0.000168 0.001007
72525.979890 -0.463562 0.134583 -10.033875 -0.003020 0.001007 0.001007
72525.989874 -0.487488 0.143555 -10.054810 -0.003356 -0.002013 -0.004027
72525.999606 -0.502441 0.167480 -10.072754 -0.003691 -0.003020 -0.003691
72526.000000 -0.501525 0.167824 -10.071493 -0.003755 -0.002866 -0.003537
72526.009886 -0.478516 0.176453 -10.039856 -0.005369 0.001007 0.000336
72526.019627 -0.457581 0.182434 -9.997986 -0.002349 0.001678 0.000671
72526.029880 -0.460571 0.152527 -10.015930 -0.001007 0.001007 0.000336
72526.039613 -0.475525 0.128601 -10.084717 -0.005033 0.000336 -0.003020
72526.049892 -0.499451 0.158508 -10.081726 -0.006040 0.002684 -0.002684
72526.060952 -0.505432 0.143555 -10.000977 -0.001342 0.000336 -0.000336
72526.073449 -0.484497 0.110657 -10.009949 -0.001342 -0.000336 -0.002349
72526.079878 -0.481506 0.164490 -10.087708 -0.005033 0.000671 -0.003020
72526.089889 -0.466553 0.185425 -10.075745 -0.003356 -0.000671 -0.004698
72526.099595 -0.454590 0.134583 -10.024902 -0.000671 0.001007 -0.002013
72526.109875 -0.493469 0.125610 -10.030884 -0.005369 0.000671 -0.001678
72526.119607 -0.529358 0.164490 -10.060791 -0.006376 0.001342 -0.001342
72526.129861 -0.505432 0.203369 -10.048828 -0.003691 0.002684 -0.002349
72526.139593 -0.472534 0.176453 -10.012939 -0.002013 0.001510 -0.002181
72526.149846 -0.490479 0.134583 -10.012939 -0.003020 0.000336 -0.002013
72526.160931 -0.517395 0.131592 -10.060791 -0.003020 -0.002349 -0.003020
72526.173462 -0.523376 0.146545 -10.060791 -0.002013 -0.001007 -0.001678
72526.179884 -0.502441 0.161499 -10.000977 -0.004362 0.002013 -0.004027
72526.189870 -0.469543 0.185425 -9.997986 -0.001678 0.000671 -0.004027
72526.199602 -0.463562 0.161499 -10.045837 -0.004698 0.001342 0.001678
72526.209857 -0.463562 0.122620 -10.054810 -0.002013 0.002349 0.001678
72526.219589 -0.487488 0.158508 -10.039856 -0.002013 -0.002013 -0.001342
72526.229867 -0.496460 0.161499 -10.027893 -0.003020 -0.002684 -0.004362
72526.239575 -0.484497 0.122620 -10.039856 -0.003691 0.001342 -0.005369
72526.249852 -0.472534 0.170471 -10.069763 -0.002684 0.001007 -0.001678
72526.260939 -0.472534 0.188416 -10.051819 -0.001342 0.001342 -0.000336
72526.273437 -0.472534 0.128601 -10.036865 -0.005033 0.001007 -0.000336
72526.279866 -0.478516 0.116638 -10.060791 -0.003356 0.001007 -0.003356
72526.289851 -0.505432 0.143555 -10.048828 -0.003020 0.002013 -0.002684
72526.299582 -0.484497 0.179443 -10.048828 -0.004027 -0.001678 -0.000671
72526.309836 -0.469543 0.194397 -10.042847 -0.002013 0.000336 -0.001007
72526.319595 -0.475525 0.152527 -10.021912 -0.002013 0.002349 -0.001342
72526.329848 -0.502441 0.113647 -10.033875 -0.001342 0.001007 -0.002349
72526.339580 -0.529358 0.128601 -10.063782 -0.003020 0.000336 -0.003691
72526.349834 -0.514404 0.152527 -10.045837 -0.003356 0.000671 -0.003020
72526.360919 -0.496460 0.161499 -10.009949 -0.002349 0.001007 -0.003020
72526.373416 -0.472534 0.146545 -10.024902 -0.004027 -0.000671 -0.002349
72526.379846 -0.478516 0.116638 -10.042847 -0.005704 -0.000336 -0.002013
72526.389830 -0.505432 0.146545 -10.060791 -0.006040 0.001007 -0.001678
72526.399590 -0.523376 0.164490 -10.033875 -0.005033 -0.001007 -0.001342
72526.409842 -0.508423 0.125610 -9.997986 -0.002684 -0.000336 -0.001007
72526.419575 -0.487488 0.143555 -10.042847 -0.002349 0.000336 -0.005704
72526.429829 -0.469543 0.185425 -10.087708 -0.002013 0.000336 -0.004698
72526.439561 -0.469543 0.143555 -10.045837 -0.005704 0.002684 0.001342
72526.449815 -0.481506 0.131592 -10.024902 -0.003020 0.000839 -0.001007
72526.460900 -0.505432 0.143555 -10.030884 -0.005033 -0.001007 -0.000336
72526.473424 -0.505432 0.173462 -10.051819 -0.004027 0.002349 -0.002013
72526.479852 -0.457581 0.206360 -10.066772 -0.003356 0.002684 -0.005369
72526.489838 -0.448608 0.176453 -10.036865 -0.004362 -0.001007 -0.000671
72526.499571 -0.490479 0.116638 -10.021912 -0.003356 -0.003020 -0.000336
72526.509824 -0.517395 0.119629 -10.069763 -0.003356 -0.000671 -0.001342
72526.519556 -0.517395 0.152527 -10.066772 -0.003356 0.002684 -0.003356
72526.529809 -0.478516 0.170471 -10.033875 -0.005369 0.001007 -0.002013
72526.539542 -0.448608 0.185425 -10.027893 -0.004027 0.002349 -0.004027
72526.549820 -0.460571 0.152527 -10.033875 -0.003691 0.003691 -0.001678
72526.560907 -0.481506 0.131592 -10.069763 -0.004027 0.002013 -0.002013
72526.573404 -0.493469 0.155518 -10.084717 -0.000336 -0.001342 -0.002349
72526.579834 -0.505432 0.134583 -10.024902 -0.000671 -0.001342 -0.000336
72526.589792 -0.484497 0.122620 -10.015930 -0.004362 0.001007 -0.000336
72526.599550 -0.460571 0.173462 -10.072754 -0.004027 0.000336 -0.000336
72526.609803 -0.466553 0.170471 -10.054810 -0.003356 0.001342 -0.003020
72526.619536 -0.475525 0.155518 -10.015930 -0.005704 -0.002013 -0.004027
72526.629790 -0.499451 0.152527 -10.021912 -0.004027 -0.000336 -0.002684
72526.639548 -0.529358 0.140564 -10.033875 -0.002349 0.001007 -0.000336
72526.649801 -0.499451 0.185425 -10.054810 -0.004698 0.001174 0.002013
72526.660889 -0.457581 0.194397 -10.054810 -0.004698 0.001342 -0.003020
72526.673384 -0.460571 0.119629 -10.036865 -0.003356 0.003356 -0.007047
72526.679813 -0.475525 0.110657 -10.057800 -0.002684 -0.001007 -0.001342
72526.689798 -0.499451 0.146545 -10.066772 -0.001342 -0.000336 -0.001342
72526.699527 -0.496460 0.128601 -10.045837 -0.003356 0.002684 -0.001678
72526.709810 -0.454590 0.161499 -10.045837 -0.004698 0.000336 -0.000336
72526.719542 -0.439636 0.164490 -10.045837 -0.002349 0.000671 -0.002013
72526.729796 -0.463562 0.107666 -10.060791 -0.004027 0.001007 -0.003691
72526.739525 -0.487488 0.152527 -10.084717 -0.004698 -0.000671 -0.001007
72526.749782 -0.520386 0.188416 -10.030884 -0.005033 -0.001342 -0.003356
72526.760866 -0.523376 0.134583 -9.992004 -0.002684 0.000168 -0.003691
72526.773366 -0.502441 0.149536 -10.045837 -0.001678 0.001678 0.000336
72526.779794 -0.478516 0.185425 -10.078735 -0.005033 0.001007 -0.000336
72526.789780 -0.475525 0.161499 -10.042847 -0.002013 0.000839 -0.002013
72526.799519 -0.484497 0.161499 -10.036865 -0.000671 0.000671 -0.000336
72526.809764 -0.511414 0.149536 -10.060791 -0.004027 0.000503 -0.001342
72526.819524 -0.514404 0.152527 -10.054810 -0.002684 0.000336 -0.002684
72526.829776 -0.472534 0.215332 -10.036865 -0.000671 0.002349 -0.004698
72526.839518 -0.457581 0.197388 -10.030884 -0.005033 0.002013 -0.003691
72526.849788 -0.475525 0.122620 -10.048828 -0.007047 0.001007 -0.004362
72526.860847 -0.496460 0.125610 -10.075745 -0.003020 0.000671 -0.002684
72526.873345 -0.505432 0.140564 -10.054810 -0.003020 -0.001678 0.001007
72526.879775 -0.472534 0.152527 -10.039856 -0.003020 0.000336 0.002013
72526.889761 -0.436646 0.212341 -10.045837 -0.000671 0.004698 0.000168
72526.899516 -0.445618 0.155518 -10.030884 -0.005033 0.000336 -0.001678
72526.909772 -0.463562 0.092712 -10.042847 -0.005704 -0.003691 -0.003356
72526.919500 -0.475525 0.158508 -10.069763 -0.003020 -0.001007 -0.002684
72526.929758 -0.499451 0.173462 -10.033875 -0.004362 -0.000671 -0.003020
72526.939490 -0.499451 0.125610 -10.006958 -0.003356 0.001678 0.000336
72526.949770 -0.466553 0.167480 -10.048828 -0.001678 0.002349 0.002013
72526.960829 -0.454590 0.176453 -10.066772 -0.003356 0.002181 -0.001678
72526.973352 -0.448608 0.137573 -10.060791 -0.005033 0.002013 -0.003691
72526.979782 -0.451599 0.143555 -10.054810 -0.002684 0.004362 -0.004027
72526.989766 -0.490479 0.131592 -10.033875 -0.003020 -0.000336 -0.004698
72526.999499 -0.517395 0.143555 -10.048828 -0.004362 -0.001678 0.000336
72527.000000 -0.516079 0.146479 -10.049706 -0.004297 -0.001694 0.000254
72527.009752 -0.490479 0.203369 -10.066772 -0.003020 -0.002013 -0.001342
72527.019483 -0.472534 0.173462 -10.024902 -0.004362 0.001007 -0.001007
72527.029763 -0.478516 0.116638 -10.030884 -0.002349 0.002013 -0.003691
72527.039495 -0.505432 0.134583 -10.087708 -0.003691 -0.000671 -0.002684
72527.049749 -0.535339 0.140564 -10.069763 -0.004362 -0.001007 0.000671
72527.060834 -0.496460 0.152527 -10.021912 -0.003188 0.001007 -0.001342
72527.073339 -0.451599 0.182434 -10.009949 -0.002013 0.003020 -0.000671
72527.079761 -0.454590 0.122620 -10.033875 -0.005033 0.006040 -0.005369
72527.089747 -0.481506 0.104675 -10.075745 -0.002349 0.002684 -0.005369
72527.099479 -0.514404 0.152527 -10.057800 -0.001678 -0.000671 -0.003020
72527.109732 -0.523376 0.110657 -10.006958 -0.006040 0.001678 -0.001007
72527.119490 -0.502441 0.101685 -10.024902 -0.003356 0.002013 -0.002684
72527.129743 -0.481506 0.176453 -10.072754 -0.001678 0.000503 -0.001342
72527.139477 -0.457581 0.167480 -10.051819 -0.005704 -0.001007 -0.000336
72527.149729 -0.454590 0.128601 -10.024902 -0.003356 0.003691 -0.000336
72527.160815 -0.493469 0.134583 -10.039856 -0.002684 0.001007 -0.002013
72527.173313 -0.532349 0.119629 -10.039856 -0.004362 -0.002349 -0.001846
72527.179741 -0.505432 0.173462 -10.030884 -0.003020 -0.002349 -0.001678
72527.189727 -0.460571 0.236267 -10.024902 -0.002684 -0.000336 -0.002349
72527.199459 -0.454590 0.161499 -10.024902 -0.004698 0.001007 -0.001678
72527.209739 -0.475525 0.110657 -10.057800 -0.001342 0.004698 -0.001678
72527.219472 -0.511414 0.131592 -10.060791 -0.001342 0.001342 -0.002349
72527.229725 -0.508423 0.149536 -10.039856 -0.004698 -0.002013 -0.001790
72527.239458 -0.454590 0.185425 -10.045837 -0.003020 0.000336 -0.001230
72527.249709 -0.436646 0.185425 -10.027893 -0.005704 0.002349 -0.000671
72527.260797 -0.463562 0.128601 -10.012939 -0.004027 0.004362 -0.000336
72527.273319 -0.475525 0.146545 -10.063782 -0.002013 -0.001007 -0.000671
72527.279749 -0.511414 0.170471 -10.063782 -0.003356 -0.005704 -0.003691
72527.289708 -0.526367 0.119629 -9.997986 -0.003356 -0.002013 -0.005033
72527.299447 -0.514404 0.143555 -10.012939 -0.002349 0.001678 -0.002013
72527.309719 -0.502441 0.206360 -10.072754 -0.003356 0.001007 -0.001342
72527.319452 -0.484497 0.170471 -10.057800 -0.006711 0.003020 -0.003020
72527.329731 -0.472534 0.155518 -10.033875 -0.005369 -0.000671 0.001342
72527.339437 -0.499451 0.158508 -10.042847 -0.001007 -0.002349 -0.000671
72527.349691 -0.541321 0.146545 -10.051819 -0.003020 0.002013 -0.002684
72527.360802 -0.517395 0.206360 -10.042847 -0.003020 0.003020 -0.004362
72527.373304 -0.478516 0.215332 -10.003967 0.003020 0.000671 -0.004362
72527.379729 -0.475525 0.128601 -10.015930 -0.002013 -0.001007 0.002684
72527.389715 -0.505432 0.110657 -10.075745 -0.007718 0.000336 0.001678
72527.399447 -0.526367 0.149536 -10.066772 -0.004027 0.003356 -0.005369
72527.409699 -0.514404 0.158508 -10.009949 -0.006376 0.000336 -0.004698
72527.419434 -0.472534 0.179443 -10.021912 -0.000336 -0.001678 0.000671
72527.429685 -0.466553 0.164490 -10.042847 -0.002013 -0.000671 -0.001174
72527.439445 -0.472534 0.128601 -10.057800 -0.003691 0.003020 -0.003020
72527.449697 -0.493469 0.152527 -10.054810 -0.002349 0.001007 -0.003356
72527.460784 -0.514404 0.158508 -10.021912 -0.003356 -0.003691 -0.002013
72527.473284 -0.505432 0.131592 -10.009949 -0.001007 -0.001678 -0.000671
72527.479709 -0.478516 0.161499 -10.057800 -0.000671 0.001678 -0.001678
72527.489695 -0.451599 0.170471 -10.069763 -0.006711 0.002349 -0.002349
72527.499427 -0.442627 0.134583 -10.057800 -0.004362 0.000671 -0.002013
72527.509681 -0.460571 0.146545 -10.057800 -0.005033 0.000671 0.000336
72527.519439 -0.490479 0.140564 -10.039856 -0.006040 -0.000503 -0.001342
72527.529693 -0.475525 0.155518 -10.051819 -0.001342 -0.001678 -0.001342
72527.539425 -0.439636 0.203369 -10.081726 -0.002349 0.002013 -0.002013
72527.549677 -0.448608 0.164490 -10.057800 -0.001678 0.002349 -0.003691
72527.560765 -0.481506 0.110657 -10.033875 -0.003691 -0.000336 -0.002349
72527.573260 -0.511414 0.131592 -10.048828 -0.002349 0.001007 -0.002013
72527.579689 -0.523376 0.152527 -10.048828 -0.004362 0.001678 -0.000503
72527.589677 -0.475525 0.167480 -10.048828 -0.003356 0.000671 0.001007
72527.599406 -0.442627 0.182434 -10.033875 -0.004027 -0.000336 -0.002349
72527.609685 -0.445618 0.131592 -10.030884 -0.004027 0.001342 -0.003691
72527.619420 -0.484497 0.134583 -10.087708 -0.004698 0.000336 -0.003356
72527.629674 -0.520386 0.173462 -10.090698 -0.002684 -0.000336 -0.000671
72527.639414 -0.529358 0.137573 -9.994995 -0.004362 -0.001678 -0.002349
72527.649660 -0.511414 0.149536 -9.989014 -0.003020 -0.000671 -0.004698
72527.660771 -0.475525 0.197388 -10.066772 -0.003356 0.004027 -0.002349
72527.673269 -0.448608 0.164490 -10.072754 -0.005704 0.002349 0.001342
72527.679697 -0.442627 0.146545 -10.033875 -0.003691 0.000503 -0.003020
72527.689684 -0.487488 0.143555 -10.039856 -0.001342 -0.001342 -0.001007
72527.699389 -0.517395 0.116638 -10.078735 -0.004027 0.001007 0.000671
72527.709666 -0.496460 0.176453 -10.069763 -0.002013 0.001510 -0.003356
72527.719400 -0.463562 0.212341 -10.015930 -0.001342 0.002013 -0.001678
72527.729680 -0.454590 0.137573 -10.015930 -0.005369 0.001007 -0.004698
72527.739386 -0.484497 0.113647 -10.078735 -0.001678 0.000671 -0.002013
72527.749640 -0.520386 0.146545 -10.063782 -0.002349 0.003020 0.001007
72527.760726 -0.517395 0.146545 -9.986023 -0.002684 0.002013 0.002013
72527.773248 -0.478516 0.176453 -10.015930 -0.005704 0.001678 -0.002684
72527.779678 -0.472534 0.176453 -10.072754 -0.004698 -0.001007 -0.004698
72527.789664 -0.481506 0.128601 -10.054810 -0.002684 -0.001678 -0.001007
72527.799396 -0.469543 0.146545 -10.039856 -0.003020 -0.001342 -0.001342
72527.809650 -0.493469 0.164490 -10.033875 -0.002684 -0.000336 0.002349
72527.819382 -0.493469 0.128601 -10.057800 -0.005369 0.001007 -0.000336
72527.829661 -0.469543 0.155518 -10.060791 -0.002684 0.003020 -0.004698
72527.839394 -0.448608 0.182434 -10.021912 -0.001342 0.002684 -0.002013
72527.849646 -0.451599 0.158508 -10.036865 -0.004027 0.001678 -0.002684
72527.860730 -0.472534 0.146545 -10.090698 -0.005033 0.000671 -0.004698
72527.873230 -0.499451 0.125610 -10.048828 -0.002349 -0.000336 -0.002013
72527.879659 -0.496460 0.143555 -10.012939 -0.004698 -0.000671 -0.000336
72527.889644 -0.466553 0.218323 -10.057800 -0.001007 0.000000 -0.001510
72527.899376 -0.454590 0.197388 -10.078735 -0.002349 0.000671 -0.002684
72527.909630 -0.472534 0.134583 -10.027893 -0.004027 0.001342 -0.000671
72527.919362 -0.499451 0.125610 -10.036865 -0.002684 -0.001678 -0.001007
72527.929641 -0.517395 0.140564 -10.078735 -0.005033 0.001510 -0.001342
72527.939373 -0.490479 0.170471 -10.069763 -0.001342 0.004698 -0.004027
72527.949628 -0.454590 0.212341 -10.012939 -0.002349 0.000671 -0.000336
72527.960712 -0.448608 0.158508 -10.015930 -0.004362 -0.003356 -0.002181
72527.973209 -0.478516 0.143555 -10.102661 -0.002013 0.001007 -0.004027
72527.979639 -0.499451 0.191406 -10.096680 -0.003356 0.003691 -0.005033
72527.989624 -0.514404 0.161499 -9.971069 -0.002684 0.000671 -0.002684
72527.999358 -0.499451 0.125610 -9.989014 -0.002013 -0.001342 -0.003020
72528.000000 -0.497955 0.129536 -9.996491 -0.002097 -0.001370 -0.002936
72528.009636 -0.475525 0.188416 -10.108643 -0.003356 -0.001790 -0.001678
72528.019369 -0.466553 0.185425 -10.075745 -0.003691 -0.002237 -0.000336
72528.029622 -0.469543 0.137573 -9.968079 -0.002684 -0.002684 -0.001342
72528.039354 -0.499451 0.131592 -9.992004 -0.002349 0.001678 -0.001342
72528.049634 -0.547302 0.137573 -10.057800 -0.001007 0.000336 -0.001342
72528.060694 -0.538330 0.170471 -10.030884 -0.002349 0.000671 -0.001342
72528.073217 -0.472534 0.179443 -9.965088 -0.004698 0.000671 -0.004027
72528.079647 -0.460571 0.122620 -9.994995 -0.003356 0.001342 -0.003356
72528.089631 -0.493469 0.098694 -10.090698 -0.003691 0.000671 -0.002013
72528.099363 -0.526367 0.122620 -10.063782 -0.004362 -0.000336 -0.002684
72528.109618 -0.511414 0.131592 -9.968079 -0.004698 0.001342 -0.003356
72528.119350 -0.469543 0.158508 -10.012939 -0.003356 0.003020 -0.003020
72528.129603 -0.469543 0.134583 -10.090698 -0.000671 0.001007 -0.000671
72528.139333 -0.466553 0.071777 -10.075745 -0.003020 0.000671 -0.001007
72528.149613 -0.484497 0.107666 -10.042847 -0.004698 -0.001007 -0.000336
72528.160699 -0.526367 0.143555 -10.036865 -0.004362 0.000336 -0.002013
72528.173197 -0.523376 0.104675 -10.045837 -0.004027 0.002349 -0.002684
72528.179627 -0.475525 0.125610 -10.066772 -0.002349 0.000671 -0.001678
72528.189611 -0.448608 0.140564 -10.066772 -0.004698 0.002684 -0.002013
72528.199343 -0.448608 0.110657 -10.075745 -0.006376 -0.000336 0.001007
72528.209597 -0.454590 0.110657 -10.099670 -0.004027 -0.000671 0.001342
72528.219330 -0.496460 0.110657 -10.075745 -0.002349 0.000671 -0.001342
72528.229609 -0.505432 0.119629 -10.039856 -0.003356 0.003020 -0.004362
72528.239341 -0.463562 0.194397 -10.054810 -0.006040 0.003356 -0.005033
72528.249596 -0.460571 0.197388 -10.054810 -0.004362 -0.002684 -0.002349
72528.260680 -0.478516 0.131592 -10.033875 -0.002013 -0.002349 -0.001342
72528.273178 -0.478516 0.155518 -10.039856 -0.005369 -0.000671 -0.001342
72528.279607 -0.493469 0.191406 -10.042847 -0.005704 0.001007 -0.003188
72528.289592 -0.490479 0.200378 -10.033875 -0.004027 -0.000336 -0.005033
72528.299325 -0.460571 0.221313 -10.030884 -0.002684 0.000336 -0.003691
72528.309580 -0.460571 0.179443 -10.024902 -0.004027 0.002684 -0.003691
72528.319337 -0.481506 0.161499 -10.042847 -0.005033 0.003020 -0.003691
72528.329589 -0.505432 0.212341 -10.060791 -0.003356 -0.000671 -0.004362
72528.339322 -0.517395 0.203369 -10.009949 -0.002349 -0.001007 0.002013
72528.349575 -0.499451 0.158508 -9.974060 -0.003356 -0.001342 0.000839
72528.360663 -0.466553 0.197388 -10.048828 -0.003691 0.000168 -0.000336
72528.373159 -0.469543 0.200378 -10.078735 -0.002349 0.001678 -0.004362
72528.379588 -0.466553 0.164490 -10.024902 -0.001342 0.000671 -0.003020
72528.389573 -0.481506 0.176453 -10.003967 -0.006040 0.000783 -0.002349
72528.399307 -0.520386 0.158508 -10.048828 -0.005033 0.000895 -0.002684
72528.409585 -0.508423 0.182434 -10.081726 -0.003356 0.001007 -0.003691
72528.419318 -0.463562 0.227295 -10.036865 -0.004362 -0.000336 0.000671
72528.429571 -0.451599 0.170471 -10.006958 -0.005704 -0.003020 -0.001342
72528.439308 -0.463562 0.113647 -10.063782 -0.001342 -0.000336 -0.002349
72528.449558 -0.505432 0.149536 -10.099670 -0.001678 0.002684 -0.001678
72528.460643 -0.532349 0.152527 -10.036865 -0.001678 0.000671 -0.002684
72528.473140 -0.493469 0.152527 -10.015930 -0.000671 0.000671 -0.002013
72528.479567 -0.454590 0.179443 -10.060791 -0.003020 0.000671 0.000671
72528.489554 -0.439636 0.137573 -10.090698 -0.004027 0.003020 0.001342
72528.499313 -0.454590 0.125610 -10.087708 -0.000671 0.003020 -0.001678
72528.509561 -0.487488 0.173462 -10.066772 -0.000671 0.000671 -0.002013
72528.519301 -0.508423 0.137573 -10.027893 -0.002684 -0.002349 -0.003356
72528.529552 -0.481506 0.113647 -10.033875 -0.004362 -0.002349 -0.002349
72528.539282 -0.460571 0.155518 -10.060791 -0.001342 -0.000168 -0.002013
72528.549546 -0.460571 0.119629 -10.054810 -0.001678 0.002013 -0.003356
72528.560646 -0.475525 0.101685 -10.048828 -0.003691 0.000671 -0.004698
72528.573145 -0.499451 0.107666 -10.036865 -0.004698 -0.000671 -0.006040
72528.579570 -0.523376 0.092712 -10.018921 -0.005704 0.000671 -0.005033
72528.589561 -0.502441 0.155518 -10.042847 -0.001342 -0.000336 -0.003020
72528.599297 -0.472534 0.191406 -10.039856 -0.005369 0.000503 -0.001678
72528.609553 -0.475525 0.134583 -10.006958 -0.005033 0.001342 -0.000671
72528.619278 -0.493469 0.113647 -10.030884 -0.003020 0.001342 -0.001007
72528.629556 -0.520386 0.143555 -10.057800 -0.002684 0.000336 -0.002349
72528.639290 -0.496460 0.143555 -10.048828 -0.002349 -0.000336 -0.002013
72528.649551 -0.442627 0.158508 -10.042847 -0.002349 -0.001007 0.000336
72528.660630 -0.436646 0.155518 -10.027893 -0.002684 0.001342 -0.002349
72528.673127 -0.466553 0.125610 -10.051819 -0.005704 0.001678 -0.002349
72528.679562 -0.508423 0.149536 -10.093689 -0.005704 -0.003020 -0.001678
72528.689549 -0.520386 0.155518 -10.033875 -0.003020 -0.001678 0.000671
72528.699271 -0.505432 0.125610 -9.980042 -0.002684 0.001342 -0.002349
72528.709528 -0.475525 0.158508 -10.063782 -0.003020 0.002013 -0.003356
72528.719286 -0.448608 0.197388 -10.102661 -0.007047 0.002349 -0.000336
72528.729539 -0.442627 0.164490 -10.039856 -0.004698 0.001678 -0.000336
72528.739271 -0.469543 0.152527 -10.030884 -0.002013 -0.003356 -0.001007
72528.749523 -0.511414 0.155518 -10.066772 -0.001342 -0.001342 -0.003691
72528.760610 -0.508423 0.194397 -10.075745 -0.002684 -0.001342 -0.003356
72528.773108 -0.463562 0.233276 -10.036865 -0.003356 0.000336 -0.000671
72528.779546 -0.457581 0.200378 -10.015930 -0.005369 0.001007 -0.001007
72528.789520 -0.484497 0.149536 -10.060791 -0.005369 -0.001678 -0.001342
72528.799253 -0.523376 0.179443 -10.075745 -0.002349 0.001007 -0.002013
72528.809533 -0.508423 0.179443 -10.021912 -0.002684 0.003691 -0.001342
72528.819265 -0.460571 0.176453 -10.021912 -0.000671 0.001510 -0.001678
72528.829519 -0.448608 0.191406 -10.054810 -0.002684 -0.000671 -0.000671
72528.839251 -0.463562 0.158508 -10.045837 -0.005369 0.001342 -0.003356
72528.849531 -0.481506 0.149536 -10.042847 -0.004027 0.000503 -0.003356
72528.860589 -0.505432 0.167480 -10.045837 -0.001678 -0.000336 -0.002013
72528.873093 -0.514404 0.143555 -10.021912 -0.002013 -0.000671 -0.000671
72528.879517 -0.496460 0.155518 -10.018921 -0.000671 -0.000671 -0.001678
72528.889501 -0.487488 0.200378 -10.024902 -0.003356 0.001007 -0.003691
72528.899259 -0.475525 0.182434 -10.027893 -0.003691 0.002684 -0.004362
72528.909513 -0.484497 0.143555 -10.051819 -0.004027 0.002684 -0.002349
72528.919245 -0.514404 0.104675 -10.042847 -0.002013 0.002684 0.000671
72528.929499 -0.520386 0.119629 -10.024902 -0.005033 0.000336 0.001678
72528.939231 -0.481506 0.191406 -10.060791 -0.004698 0.000336 -0.003356
