gpssec acc_x(m/s^2) acc_y(m/s^2) acc_z(m/s^2) gyro_x(rad/s) gyro_y(rad/s)  gyro_z(rad/s)
72492.514197 -0.466553 0.191406 -10.009949 -0.005704 -0.000336 -0.002684
72492.523929 -0.436646 0.200378 -10.042847 -0.003356 -0.003356 -0.003691
72492.534183 -0.436646 0.197388 -10.072754 -0.001342 -0.000671 -0.003467
72492.543915 -0.460571 0.200378 -10.081726 -0.003691 0.000671 -0.003244
72492.554169 -0.463562 0.221313 -10.078735 -0.005033 0.003356 -0.003020
72492.565254 -0.484497 0.191406 -10.033875 0.000336 0.002349 -0.001007
72492.577753 -0.475525 0.170471 -10.051819 -0.003020 0.000336 -0.001342
72492.584181 -0.433655 0.194397 -10.111633 -0.005369 -0.001678 -0.001678
72492.594166 -0.433655 0.182434 -10.087708 -0.004362 -0.001426 -0.003691
72492.603899 -0.472534 0.161499 -10.057800 -0.000671 -0.001174 -0.001678
72492.614179 -0.487488 0.143555 -10.051819 -0.000671 -0.000923 -0.000671
72492.623911 -0.508423 0.140564 -10.030884 -0.003356 -0.000671 -0.001007
72492.634163 -0.490479 0.188416 -10.054810 0.000671 -0.001678 -0.003020
72492.643897 -0.487488 0.164490 -10.051819 -0.003020 -0.000671 -0.002684
72492.654175 -0.499451 0.095703 -10.030884 -0.008053 -0.001174 -0.004698
72492.665262 -0.511414 0.110657 -10.039856 -0.001678 -0.001678 -0.002013
72492.677733 -0.517395 0.164490 -10.045837 -0.003020 0.003020 -0.002349
72492.684163 -0.505432 0.137573 -10.018921 -0.004362 0.000671 -0.000336
72492.694173 -0.478516 0.122620 -10.012939 -0.000336 0.001007 -0.002349
72492.703905 -0.463562 0.128601 -10.033875 -0.000336 0.000671 -0.000336
72492.714160 -0.496460 0.092712 -10.054810 -0.004362 0.000503 0.001342
72492.723892 -0.535339 0.119629 -10.054810 -0.005369 0.000336 -0.003356
72492.734171 -0.541321 0.122620 -10.003967 -0.006040 0.001678 -0.005704
72492.743873 -0.514404 0.092712 -10.000977 -0.003691 0.000336 -0.003356
72492.754157 -0.490479 0.104675 -10.042847 -0.001678 0.001510 -0.001342
72492.765241 -0.466553 0.128601 -10.042847 -0.002013 0.002684 -0.001342
72492.777738 -0.475525 0.110657 -10.033875 -0.005369 0.001678 -0.002684
72492.784169 -0.496460 0.092712 -10.045837 -0.001342 0.003356 0.000336
72492.794153 -0.511414 0.113647 -10.045837 -0.003691 0.000671 -0.003020
72492.803890 -0.481506 0.164490 -10.051819 -0.004698 -0.001007 -0.005033
72492.814140 -0.451599 0.170471 -10.057800 -0.002349 0.000671 -0.001678
72492.823898 -0.454590 0.125610 -10.042847 -0.005033 -0.000336 -0.000671
72492.834151 -0.484497 0.146545 -10.051819 -0.003356 0.000336 -0.002013
72492.843891 -0.505432 0.173462 -10.072754 -0.006376 0.001007 -0.001678
72492.854137 -0.478516 0.173462 -10.069763 -0.006376 -0.001342 0.000336
72492.865222 -0.433655 0.197388 -10.048828 -0.001678 -0.000671 -0.000671
72492.877721 -0.439636 0.191406 -10.045837 -0.002349 0.000336 -0.003020
72492.884149 -0.463562 0.146545 -10.075745 -0.003356 0.001342 -0.002349
72492.894135 -0.487488 0.185425 -10.078735 -0.001678 0.000671 -0.002013
72492.903868 -0.490479 0.197388 -10.018921 -0.004362 0.002013 -0.004698
72492.914146 -0.484497 0.134583 -10.012939 -0.003691 0.001007 -0.002517
72492.923875 -0.475525 0.161499 -10.087708 0.000336 -0.000336 -0.000336
72492.934131 -0.475525 0.206360 -10.081726 -0.003691 0.000671 -0.001342
72492.943870 -0.475525 0.170471 -10.018921 -0.007718 0.000587 -0.001342
72492.954143 -0.496460 0.143555 -10.009949 -0.005033 0.000503 -0.002013
72492.965203 -0.529358 0.170471 -10.024902 -0.003356 0.000419 -0.003020
72492.977701 -0.511414 0.224304 -10.036865 -0.002684 0.000336 -0.002684
72492.984131 -0.481506 0.209351 -10.027893 -0.003691 -0.000336 -0.003356
72492.994115 -0.481506 0.149536 -10.021912 -0.003691 -0.000336 -0.002684
72493.000000 -0.495962 0.149536 -10.034560 -0.003488 0.000273 -0.002482
72493.003856 -0.505432 0.149536 -10.042847 -0.003356 0.000671 -0.002349
72493.014129 -0.520386 0.176453 -10.066772 -0.002013 0.001678 -0.002013
72493.023865 -0.517395 0.161499 -10.033875 -0.001678 0.001007 -0.001174
72493.034120 -0.472534 0.170471 -10.006958 -0.001678 -0.001007 -0.000336
72493.043853 -0.457581 0.164490 -10.012939 -0.001678 0.001007 -0.003691
72493.054097 -0.463562 0.110657 -10.054810 -0.007047 0.002349 -0.001342
72493.065209 -0.484497 0.128601 -10.081726 -0.002013 0.002349 -0.002517
72493.077706 -0.496460 0.155518 -10.039856 -0.000336 -0.001678 -0.003691
72493.084136 -0.493469 0.104675 -10.003967 -0.006376 0.000671 -0.001007
72493.094120 -0.478516 0.116638 -10.057800 -0.003691 0.003020 -0.000671
72493.103861 -0.454590 0.197388 -10.087708 -0.003356 0.000336 -0.000336
72493.114106 -0.430664 0.170471 -10.051819 -0.002684 -0.004362 -0.001007
72493.123838 -0.448608 0.119629 -10.051819 -0.001007 0.001007 -0.000336
72493.134092 -0.490479 0.149536 -10.063782 -0.002349 0.000671 -0.001007
72493.143857 -0.481506 0.197388 -10.063782 -0.003691 0.001678 -0.002684
72493.154104 -0.451599 0.215332 -10.060791 -0.002852 0.001342 -0.003356
72493.165189 -0.439636 0.158508 -10.054810 -0.002013 -0.000671 -0.001342
72493.177687 -0.454590 0.116638 -10.069763 -0.001342 0.001007 -0.001678
72493.184116 -0.487488 0.131592 -10.072754 -0.001342 0.002684 -0.003691
72493.194101 -0.487488 0.137573 -10.033875 -0.006376 -0.000336 -0.002013
72493.203834 -0.469543 0.137573 -10.015930 -0.006040 -0.001007 0.001678
72493.214086 -0.466553 0.137573 -10.042847 -0.002684 -0.002349 -0.002013
72493.223820 -0.484497 0.086731 -10.042847 -0.004027 -0.001678 -0.005369
72493.234098 -0.505432 0.104675 -10.015930 -0.003691 0.000336 -0.003356
72493.243832 -0.505432 0.155518 -10.015930 -0.001678 0.002349 -0.001678
72493.254084 -0.505432 0.122620 -10.024902 -0.005369 0.002349 -0.001342
72493.265170 -0.496460 0.116638 -10.024902 -0.003356 0.002013 -0.001678
72493.277668 -0.475525 0.164490 -10.024902 -0.002013 -0.001007 -0.001342
72493.284098 -0.460571 0.152527 -10.033875 -0.002684 -0.000671 -0.001678
72493.294082 -0.475525 0.143555 -10.063782 -0.003691 0.000671 -0.001342
72493.303814 -0.517395 0.143555 -10.060791 -0.006376 -0.000336 -0.003356
72493.314094 -0.529358 0.140564 -10.033875 -0.005369 -0.003356 -0.002684
72493.323826 -0.487488 0.200378 -10.060791 -0.000336 0.002684 -0.001342
72493.334079 -0.475525 0.203369 -10.072754 -0.003356 0.001678 -0.002013
72493.343810 -0.487488 0.134583 -10.042847 -0.003020 0.002013 -0.003691
72493.354065 -0.505432 0.110657 -10.042847 -0.001342 -0.002349 -0.002013
72493.365151 -0.535339 0.116638 -10.069763 -0.002013 -0.001678 -0.001510
72493.377651 -0.541321 0.122620 -10.057800 -0.005369 -0.001342 -0.001007
72493.384077 -0.481506 0.182434 -10.030884 -0.005704 0.003356 -0.000336
72493.394062 -0.457581 0.152527 -10.015930 -0.003020 0.004362 -0.001342
72493.403794 -0.478516 0.083740 -10.063782 -0.004362 0.000671 -0.002684
72493.414074 -0.493469 0.158508 -10.078735 -0.002013 -0.001342 -0.000336
72493.423807 -0.508423 0.164490 -9.997986 -0.000336 0.000671 -0.002013
72493.434060 -0.496460 0.095703 -9.980042 -0.008053 0.003356 -0.003020
72493.443792 -0.460571 0.158508 -10.063782 -0.008053 0.002684 0.001678
72493.454072 -0.445618 0.209351 -10.078735 -0.001678 0.001174 -0.001678
72493.465157 -0.445618 0.161499 -10.015930 -0.003020 -0.000336 -0.004698
72493.477631 -0.448608 0.170471 -10.009949 -0.006376 0.004362 -0.003356
72493.484058 -0.475525 0.182434 -10.057800 -0.007382 0.003691 -0.002013
72493.494070 -0.469543 0.188416 -10.096680 -0.003356 0.002349 -0.001342
72493.503802 -0.430664 0.236267 -10.057800 -0.000336 0.001007 -0.001678
72493.514054 -0.424683 0.212341 -10.000977 -0.002684 0.000336 0.001342
72493.523788 -0.451599 0.131592 -10.039856 -0.001678 -0.000336 -0.002013
72493.534040 -0.481506 0.116638 -10.096680 -0.002013 -0.000336 -0.003020
72493.543776 -0.499451 0.131592 -10.042847 -0.002684 0.001342 -0.001342
72493.554052 -0.475525 0.158508 -10.000977 -0.003356 0.003020 -0.001678
72493.565138 -0.451599 0.191406 -10.036865 -0.003691 0.000671 -0.003020
72493.577639 -0.466553 0.161499 -10.054810 -0.006711 -0.002684 -0.002013
72493.584066 -0.490479 0.158508 -10.054810 -0.006376 -0.001342 -0.001678
72493.594050 -0.526367 0.185425 -10.051819 -0.002349 0.000671 -0.003691
72493.603782 -0.529358 0.158508 -10.042847 -0.003356 -0.000671 -0.002349
72493.614036 -0.526367 0.158508 -10.033875 -0.002013 -0.001007 -0.001007
72493.623768 -0.505432 0.212341 -10.057800 -0.000336 0.001007 -0.000336
72493.634022 -0.487488 0.188416 -10.051819 -0.002684 0.000671 -0.002013
72493.643780 -0.487488 0.146545 -10.057800 -0.005033 -0.001007 -0.000671
72493.654033 -0.520386 0.149536 -10.051819 -0.003356 0.001007 -0.001678
72493.665119 -0.547302 0.119629 -10.030884 -0.002684 0.002013 -0.001342
72493.677615 -0.517395 0.143555 -10.054810 -0.002684 0.003020 -0.001007
72493.684046 -0.490479 0.179443 -10.060791 -0.002684 0.004027 -0.001342
72493.694030 -0.502441 0.128601 -10.000977 -0.005704 0.001678 -0.002349
72493.703762 -0.508423 0.083740 -10.021912 -0.003020 -0.001678 -0.003020
72493.714042 -0.508423 0.119629 -10.087708 -0.001007 -0.000336 -0.000671
72493.723774 -0.508423 0.134583 -10.063782 -0.005704 0.001342 -0.001678
72493.734028 -0.463562 0.158508 -10.012939 -0.003691 0.004698 -0.001342
72493.743761 -0.436646 0.158508 -10.006958 -0.002684 0.001007 -0.001007
72493.754040 -0.454590 0.128601 -10.045837 -0.003691 0.000839 -0.006040
72493.765125 -0.478516 0.152527 -10.081726 -0.001342 0.000671 -0.004027
72493.777596 -0.490479 0.164490 -10.039856 -0.002684 0.001678 -0.002684
72493.784026 -0.493469 0.119629 -9.994995 -0.002349 -0.001678 -0.001342
72493.794012 -0.466553 0.146545 -10.051819 -0.004698 -0.000671 -0.003020
72493.803770 -0.439636 0.191406 -10.078735 -0.007382 0.000671 -0.002349
72493.814023 -0.430664 0.149536 -10.018921 -0.004362 0.001678 -0.001510
72493.823756 -0.451599 0.119629 -10.018921 -0.003020 0.000671 -0.000671
72493.834008 -0.508423 0.101685 -10.063782 -0.003356 -0.002684 -0.001342
72493.843740 -0.514404 0.119629 -10.054810 -0.005704 0.000671 -0.001007
72493.854020 -0.475525 0.206360 -10.018921 -0.004698 0.003020 -0.002013
72493.865106 -0.463562 0.206360 -10.012939 -0.005704 0.000671 -0.002013
72493.877603 -0.475525 0.131592 -10.066772 -0.002349 -0.000671 -0.002013
72493.884034 -0.499451 0.134583 -10.096680 0.000336 -0.000671 -0.004362
72493.893992 -0.508423 0.158508 -10.051819 -0.002349 0.000671 -0.002013
72493.903750 -0.469543 0.170471 -10.042847 -0.004027 0.000336 -0.001342
72493.914008 -0.451599 0.218323 -10.075745 -0.003691 0.000671 -0.000336
72493.923736 -0.466553 0.197388 -10.051819 -0.003691 0.002013 0.002013
72493.933990 -0.490479 0.146545 -10.033875 -0.004027 -0.001678 -0.000671
72493.943748 -0.514404 0.176453 -10.048828 -0.003020 -0.002684 -0.002684
72493.954000 -0.529358 0.167480 -10.024902 -0.004027 0.000671 -0.002013
72493.965086 -0.523376 0.131592 -10.003967 -0.003691 -0.000839 -0.004362
72493.977583 -0.514404 0.188416 -10.024902 -0.002013 -0.002349 -0.003020
72493.984014 -0.502441 0.203369 -10.030884 -0.004362 0.002013 -0.001678
72493.993999 -0.493469 0.158508 -10.027893 -0.004698 0.004362 -0.001678
72494.000000 -0.504535 0.151131 -10.035270 -0.002629 0.003535 -0.001264
72494.003730 -0.511414 0.146545 -10.039856 -0.001342 0.003020 -0.001007
72494.013985 -0.532349 0.140564 -10.042847 -0.005033 0.001678 -0.001342
72494.023715 -0.502441 0.182434 -10.051819 -0.003691 0.000336 -0.001678
72494.033969 -0.475525 0.209351 -10.042847 0.000671 0.002684 -0.002013
72494.043727 -0.472534 0.164490 -10.021912 -0.000336 0.001007 -0.002013
72494.053981 -0.505432 0.128601 -10.042847 -0.004362 -0.001342 -0.001007
72494.065066 -0.532349 0.131592 -10.078735 -0.004027 -0.002684 -0.002684
72494.077564 -0.526367 0.122620 -10.054810 -0.001342 -0.000336 -0.002684
72494.083993 -0.475525 0.161499 -10.027893 0.000336 0.004027 -0.000336
72494.093979 -0.451599 0.173462 -10.030884 -0.004027 0.004362 -0.001678
72494.103711 -0.472534 0.110657 -10.054810 -0.007382 0.001342 -0.003020
72494.113989 -0.484497 0.131592 -10.093689 -0.002684 -0.001678 -0.001342
72494.123723 -0.496460 0.143555 -10.048828 -0.005369 -0.000671 -0.000336
72494.133975 -0.499451 0.098694 -9.997986 -0.002013 0.000671 -0.003691
72494.143710 -0.472534 0.131592 -10.054810 -0.003020 0.002349 -0.006376
72494.153987 -0.457581 0.194397 -10.084717 -0.003020 -0.000336 -0.002684
72494.165074 -0.445618 0.155518 -10.051819 -0.003356 -0.000336 -0.001007
72494.177544 -0.430664 0.119629 -10.045837 -0.004698 -0.000336 -0.000671
72494.183973 -0.469543 0.131592 -10.054810 -0.004027 0.000224 -0.002349
72494.193959 -0.481506 0.155518 -10.060791 -0.003691 0.000783 -0.005704
72494.203717 -0.454590 0.194397 -10.039856 -0.002684 0.001342 -0.004027
72494.213971 -0.436646 0.176453 -10.012939 -0.004698 0.000336 -0.001007
72494.223703 -0.451599 0.128601 -10.024902 -0.003020 -0.000671 0.000336
72494.233957 -0.469543 0.122620 -10.084717 -0.001342 -0.003020 -0.003356
72494.243689 -0.487488 0.137573 -10.075745 -0.003356 -0.001007 -0.001678
72494.253967 -0.475525 0.176453 -10.018921 -0.004698 0.002013 -0.001007
72494.265054 -0.454590 0.191406 -10.012939 -0.004362 -0.001342 -0.003356
72494.277551 -0.457581 0.149536 -10.042847 -0.003020 0.000336 -0.002684
72494.283981 -0.484497 0.149536 -10.060791 -0.001678 0.002684 -0.003020
72494.293965 -0.523376 0.200378 -10.045837 -0.006376 0.001678 -0.003356
72494.303697 -0.541321 0.155518 -10.000977 -0.006711 -0.001678 -0.003691
72494.313951 -0.517395 0.128601 -10.018921 -0.001678 -0.002684 -0.001007
72494.323683 -0.490479 0.197388 -10.069763 0.000336 0.001007 -0.001678
72494.333937 -0.475525 0.188416 -10.054810 -0.002013 0.002349 -0.002684
72494.343693 -0.472534 0.149536 -10.039856 -0.002013 0.000671 -0.003356
72494.353949 -0.517395 0.146545 -10.051819 -0.003020 0.000336 -0.001342
72494.365033 -0.550293 0.143555 -10.057800 -0.002684 0.000336 -0.001678
72494.377531 -0.520386 0.188416 -10.057800 -0.003020 0.000671 -0.002013
72494.383961 -0.493469 0.209351 -10.036865 -0.005369 0.002013 -0.001007
72494.393947 -0.490479 0.146545 -10.033875 -0.000671 0.001678 -0.002684
72494.403679 -0.508423 0.113647 -10.066772 -0.002013 0.001342 -0.002349
72494.413931 -0.526367 0.134583 -10.075745 -0.005033 0.000671 -0.001007
72494.423691 -0.526367 0.143555 -10.036865 -0.005033 -0.000336 -0.001007
72494.433943 -0.496460 0.173462 -10.015930 -0.002349 0.000336 -0.004027
72494.443675 -0.466553 0.167480 -10.021912 -0.003356 0.002349 -0.001007
72494.453929 -0.466553 0.113647 -10.039856 -0.002349 0.003691 -0.001342
72494.465016 -0.484497 0.152527 -10.060791 -0.002349 -0.000671 -0.002013
72494.477513 -0.505432 0.170471 -10.018921 -0.006376 0.001342 -0.001678
72494.483941 -0.505432 0.113647 -9.971069 -0.004027 0.001678 -0.003691
72494.493927 -0.463562 0.146545 -10.024902 -0.001007 0.001342 -0.002349
72494.503660 -0.436646 0.188416 -10.060791 -0.002349 0.000336 -0.000336
72494.513926 -0.433655 0.140564 -10.030884 -0.003356 -0.001342 -0.003020
72494.523671 -0.439636 0.128601 -10.036865 -0.005033 0.000000 -0.003356
72494.533924 -0.481506 0.125610 -10.048828 -0.003020 0.001342 -0.002684
72494.543657 -0.490479 0.137573 -10.060791 -0.005704 0.001007 0.000671
72494.553935 -0.445618 0.200378 -10.054810 -0.003020 0.002013 -0.001342
72494.565022 -0.430664 0.194397 -10.030884 -0.004027 0.001119 -0.001342
72494.577491 -0.445618 0.113647 -10.054810 -0.004027 0.000224 -0.001007
72494.583932 -0.460571 0.101685 -10.102661 -0.002349 -0.000671 -0.002349
72494.593903 -0.493469 0.122620 -10.081726 -0.004698 -0.001678 -0.002684
72494.603643 -0.499451 0.143555 -10.036865 -0.002684 -0.000671 -0.000336
72494.613925 -0.463562 0.173462 -10.033875 -0.001678 0.000336 -0.004698
72494.623652 -0.457581 0.134583 -10.033875 -0.003020 0.000671 -0.004362
72494.633901 -0.490479 0.125610 -10.060791 -0.006376 -0.001678 -0.002013
72494.643662 -0.532349 0.170471 -10.072754 -0.006376 0.000671 -0.001678
72494.653926 -0.550293 0.134583 -10.012939 -0.003356 0.000336 -0.001678
72494.665002 -0.520386 0.128601 -10.003967 -0.000671 -0.002684 -0.001342
72494.677499 -0.493469 0.194397 -10.075745 -0.001342 -0.001678 -0.003356
72494.683934 -0.493469 0.164490 -10.081726 -0.004362 0.002013 -0.003020
72494.693911 -0.493469 0.131592 -10.027893 -0.004362 0.002684 -0.001342
72494.703650 -0.514404 0.155518 -9.997986 -0.003020 0.000336 -0.002013
72494.713899 -0.559265 0.137573 -10.021912 -0.001678 -0.002013 -0.001678
72494.723634 -0.544312 0.176453 -10.066772 -0.004362 0.001007 -0.000671
72494.733892 -0.502441 0.257202 -10.033875 -0.002684 0.004027 -0.001007
72494.743649 -0.493469 0.206360 -9.989014 -0.004027 0.000839 -0.001007
72494.753903 -0.499451 0.125610 -10.042847 -0.005704 -0.002349 -0.003020
72494.764983 -0.517395 0.155518 -10.090698 -0.002013 -0.002684 -0.002349
72494.777481 -0.529358 0.170471 -10.030884 -0.003356 0.001007 -0.001007
72494.783911 -0.472534 0.185425 -10.006958 -0.001678 0.004698 -0.001342
72494.793901 -0.433655 0.203369 -10.045837 -0.001007 0.001342 0.001007
72494.803627 -0.457581 0.152527 -10.066772 -0.005033 -0.001342 -0.001678
72494.813890 -0.466553 0.140564 -10.066772 -0.004698 0.001342 -0.003356
72494.823613 -0.475525 0.176453 -10.039856 -0.003020 0.004698 -0.002349
72494.833900 -0.502441 0.149536 -10.021912 -0.001007 -0.000336 -0.001342
72494.843625 -0.496460 0.131592 -10.039856 -0.001678 -0.004027 -0.001342
72494.853887 -0.460571 0.161499 -10.048828 -0.003691 0.000336 -0.003020
72494.864964 -0.445618 0.146545 -10.012939 -0.003691 0.004027 -0.001846
72494.877461 -0.436646 0.143555 -10.042847 -0.003691 0.001678 -0.000671
72494.883898 -0.472534 0.146545 -10.072754 -0.003020 -0.002349 -0.001007
72494.893886 -0.511414 0.095703 -10.036865 -0.004362 0.000336 0.001007
72494.903607 -0.487488 0.149536 -10.024902 -0.002013 0.003356 -0.005033
72494.913861 -0.460571 0.212341 -10.045837 -0.001007 0.001342 -0.004698
72494.923619 -0.448608 0.143555 -10.051819 -0.002349 -0.000671 -0.000336
72494.933874 -0.448608 0.098694 -10.051819 -0.002349 -0.000336 -0.002684
72494.943605 -0.490479 0.119629 -10.045837 -0.005033 -0.001342 -0.001007
72494.953893 -0.523376 0.116638 -10.060791 -0.007382 -0.000336 -0.000671
72494.964970 -0.487488 0.155518 -10.060791 -0.004027 0.002013 -0.002349
72494.977466 -0.448608 0.179443 -10.006958 -0.002349 -0.000336 -0.002349
72494.983903 -0.463562 0.122620 -10.027893 -0.003020 -0.002349 -0.003691
72494.993855 -0.496460 0.131592 -10.108643 -0.001342 0.001007 -0.004027
72495.000000 -0.507789 0.169354 -10.078433 -0.001130 0.002066 -0.002332
72495.003588 -0.514404 0.191406 -10.060791 -0.001007 0.002684 -0.001342
72495.013867 -0.526367 0.152527 -9.953125 -0.004027 0.001678 0.001342
72495.023599 -0.502441 0.155518 -10.024902 -0.004027 0.001007 0.000336
72495.033851 -0.484497 0.206360 -10.126587 -0.004027 0.000168 -0.002684
72495.043609 -0.493469 0.182434 -10.057800 -0.004698 -0.000671 -0.005033
72495.053863 -0.481506 0.173462 -9.986023 -0.004698 -0.000671 -0.001678
72495.064949 -0.520386 0.170471 -10.021912 -0.006040 -0.001007 -0.001007
72495.077447 -0.547302 0.134583 -10.090698 -0.003691 0.000168 -0.002349
72495.083874 -0.499451 0.182434 -10.063782 0.001342 0.001342 -0.003691
72495.093861 -0.466553 0.230286 -9.977051 -0.004362 0.004698 -0.002349
72495.103593 -0.463562 0.164490 -10.009949 -0.007047 0.001678 -0.001678
72495.113847 -0.484497 0.104675 -10.111633 -0.002013 -0.005033 -0.001007
72495.123579 -0.514404 0.113647 -10.075745 -0.002349 -0.000671 0.001678
72495.133831 -0.523376 0.116638 -10.006958 -0.002684 0.002349 -0.001174
72495.143590 -0.481506 0.167480 -10.045837 -0.003356 0.001342 -0.004027
72495.153843 -0.436646 0.197388 -10.081726 -0.003691 0.001678 -0.001678
72495.164929 -0.445618 0.113647 -10.045837 -0.003691 0.001678 -0.001678
72495.177427 -0.469543 0.110657 -10.057800 -0.002013 -0.001678 -0.004698
72495.183856 -0.484497 0.179443 -10.075745 -0.004027 -0.002349 -0.003691
72495.193840 -0.499451 0.161499 -10.039856 -0.004027 -0.000671 -0.000671
72495.203573 -0.469543 0.149536 -10.033875 -0.004362 0.001678 0.000336
72495.213828 -0.451599 0.185425 -10.069763 -0.005369 -0.000336 -0.003020
72495.223588 -0.469543 0.173462 -10.087708 -0.004027 -0.001342 -0.003356
72495.233839 -0.469543 0.164490 -10.066772 -0.004362 0.001342 0.001678
72495.243571 -0.484497 0.167480 -9.994995 -0.003020 0.004027 -0.002349
72495.253825 -0.529358 0.140564 -9.992004 -0.001678 0.000671 -0.005033
72495.264910 -0.520386 0.194397 -10.072754 -0.002013 0.001510 -0.001007
72495.277407 -0.478516 0.260193 -10.042847 -0.004698 0.002349 -0.001678
72495.283837 -0.472534 0.194397 -9.980042 -0.003691 0.002684 0.000336
72495.293821 -0.466553 0.095703 -10.084717 -0.001678 0.001342 -0.001678
72495.303555 -0.520386 0.098694 -10.105652 -0.001678 -0.000671 -0.006040
72495.313833 -0.541321 0.164490 -9.950134 -0.000671 0.000671 -0.003691
72495.323567 -0.469543 0.188416 -9.965088 -0.003691 0.001342 -0.002349
72495.333819 -0.451599 0.131592 -10.114624 -0.007718 -0.001678 -0.001007
72495.343552 -0.451599 0.113647 -10.078735 -0.002684 0.000671 -0.001678
72495.353805 -0.448608 0.152527 -9.989014 -0.001342 -0.000336 -0.001678
72495.364917 -0.487488 0.137573 -10.042847 -0.002684 0.000671 -0.001678
72495.377414 -0.514404 0.089722 -10.096680 -0.004698 0.000336 -0.000671
72495.383842 -0.472534 0.146545 -10.036865 -0.006040 0.001678 -0.001678
72495.393828 -0.430664 0.164490 -9.983032 -0.005033 0.003356 -0.005033
72495.403560 -0.451599 0.092712 -10.045837 -0.004027 -0.001342 -0.001678
72495.413815 -0.475525 0.146545 -10.114624 -0.001007 -0.002013 0.000336
72495.423551 -0.502441 0.146545 -10.027893 -0.002013 -0.000671 -0.003020
72495.433806 -0.538330 0.071777 -9.974060 -0.005704 0.000671 -0.001342
72495.443535 -0.508423 0.170471 -10.063782 -0.003020 0.000503 -0.001007
72495.453814 -0.472534 0.266174 -10.093689 -0.003691 0.000336 -0.002349
72495.464894 -0.475525 0.134583 -10.027893 -0.006376 0.002349 -0.001678
72495.477392 -0.484497 0.095703 -10.009949 -0.001342 -0.000671 -0.003020
72495.483820 -0.502441 0.173462 -10.084717 -0.004027 -0.003691 -0.003356
72495.493917 -0.514404 0.146545 -10.129578 -0.004698 -0.004362 -0.003020
72495.503559 -0.475525 0.179443 -10.063782 -0.003691 0.001007 -0.000671
72495.513798 -0.418701 0.245239 -9.997986 -0.000336 0.004027 -0.000336
72495.523533 -0.436646 0.179443 -10.075745 -0.001342 0.004362 -0.000503
72495.533811 -0.478516 0.110657 -10.183411 -0.003691 0.001678 -0.000671
72495.543540 -0.520386 0.167480 -10.039856 -0.003691 -0.001007 -0.004027
72495.553792 -0.508423 0.158508 -9.908264 -0.004027 -0.000336 -0.002013
72495.564879 -0.487488 0.122620 -10.078735 -0.003356 -0.003356 -0.003691
72495.577375 -0.481506 0.164490 -10.171448 -0.001342 0.000000 -0.004698
72495.583805 -0.457581 0.179443 -9.980042 -0.003020 0.003356 -0.001678
72495.593789 -0.451599 0.134583 -9.917236 -0.003691 0.000336 -0.001342
72495.603523 -0.493469 0.104675 -10.075745 -0.005369 -0.002349 -0.003356
72495.613775 -0.535339 0.146545 -10.105652 -0.003356 -0.002684 -0.003020
72495.623507 -0.493469 0.233276 -9.971069 -0.000336 0.002349 -0.002349
72495.633787 -0.454590 0.218323 -9.938171 -0.005369 0.004027 -0.001342
72495.643520 -0.466553 0.179443 -10.066772 -0.006711 -0.001007 -0.002013
72495.653773 -0.487488 0.170471 -10.108643 -0.004027 -0.001678 -0.003020
72495.664860 -0.517395 0.155518 -9.997986 -0.001342 0.001007 -0.000336
72495.677357 -0.538330 0.143555 -9.965088 -0.006040 0.002684 -0.001007
72495.683785 -0.487488 0.221313 -10.066772 -0.004027 0.001510 -0.000671
72495.693771 -0.448608 0.212341 -10.066772 -0.001678 0.000336 -0.001174
72495.703503 -0.448608 0.101685 -10.006958 -0.001342 -0.000168 -0.001678
72495.713784 -0.466553 0.128601 -10.072754 -0.003356 -0.000671 -0.001174
72495.723515 -0.499451 0.176453 -10.120605 -0.002684 0.000671 -0.000671
72495.733769 -0.520386 0.104675 -10.039856 -0.002349 0.000671 -0.001007
72495.743501 -0.499451 0.128601 -10.000977 -0.002013 -0.000336 -0.001678
72495.753762 -0.475525 0.194397 -10.075745 -0.000671 -0.000336 -0.001678
72495.764866 -0.466553 0.128601 -10.132568 -0.004027 0.000671 -0.002013
72495.777363 -0.457581 0.101685 -10.090698 -0.005033 -0.000168 -0.003020
72495.783793 -0.496460 0.122620 -10.006958 -0.002013 -0.001007 -0.002684
72495.793751 -0.529358 0.110657 -10.033875 -0.004362 -0.000671 -0.003356
72495.803509 -0.493469 0.167480 -10.126587 -0.003356 0.000336 -0.002349
72495.813763 -0.472534 0.209351 -10.063782 -0.005369 0.001846 -0.001678
72495.823495 -0.475525 0.116638 -9.977051 -0.007047 0.003356 -0.003691
72495.833749 -0.484497 0.071777 -10.048828 -0.002013 0.002013 -0.003356
72495.843482 -0.502441 0.104675 -10.120605 -0.003691 0.001510 -0.000671
72495.853761 -0.496460 0.137573 -10.048828 -0.004362 0.001007 -0.003356
72495.864846 -0.457581 0.167480 -9.968079 -0.003356 0.000671 -0.002349
72495.877343 -0.439636 0.161499 -9.989014 -0.002349 -0.001678 0.001342
72495.883773 -0.463562 0.116638 -10.054810 -0.005369 -0.001007 -0.003356
72495.893759 -0.472534 0.113647 -10.069763 -0.002013 0.002013 -0.002684
72495.903494 -0.496460 0.140564 -9.983032 -0.002013 0.001678 -0.002013
72495.913744 -0.472534 0.128601 -9.959106 -0.008053 0.001342 -0.001342
72495.923476 -0.430664 0.167480 -10.051819 -0.003356 0.001007 -0.001007
